"V0";"V1";"V2a";"V2b";"V3a";"V3b";"V4a";"V4b";"V4c";"V5a";"V5b";"V5c";"V6";"V7";"V8";"V9";"V10a";"V10b";"V11a";"V11b";"V11c";"V12a";"V12b";"V13a";"V13b";"V14a";"V14b";"V15a";"V15b";"V16a";"V16b";"V17";"V18";"V19"
"NUI1639";"Brasília";"Brasília";"Grupo 1";"Zumbi dos Palmares";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"30";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"1";"2";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1682";"Brasília";"Brasília";"Grupo 1";"Morada Imperial";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"50";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"1";"FBDS";;"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1685";"Brasília";"Brasília";"Grupo 1";"João Candido - Expanão";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"15";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"2";"2";"3";;"0";"FBDS";"menos de 1%";"2";;"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"3";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1640";"Brasília";"Brasília";"Grupo 1";"XIV-08-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"43";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"1";"1";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1643";"Brasília";"Brasília";"Grupo 1";"XIV-11-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"36";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"1";"2";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1638";"Brasília";"Brasília";"Grupo 1";"XIV-05-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"8";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"2";"1";"1";"2";"3";;"1";"IPEA";"imagem de satélite";"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1641";"Brasília";"Brasília";"Grupo 1";"Zumbi dos Palmares";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"70";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"1";"2";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"de 51 a 99"
"NUI1692";"Brasília";"Brasília";"Grupo 1";"Residencial Sítio Celeiro";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"16";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"1";"2";"1";;"0";;;"2";;"1";"-";"1";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1679";"Brasília";"Brasília";"Grupo 1";"Altiplano Oeste CH. 157 ou 65";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"23";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"1";"2";"8";;"0";;;"2";;"1";"-";"3";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"3";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1690";"Brasília";"Brasília";"Grupo 1";"XXVIII-06-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"13";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"1";"2";"8";;"1";"FBDS";;"3";"Risco 5 - Erosão (75%)";"1";"-";"1";;"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1693";"Brasília";"Brasília";"Grupo 1";"26 de setembro";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"1532";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"1";;;"4";"2";"1";"2";"8";;"1";"IPEA";"imagem de satélite";"3";"Risco 5 - Erosão (50%)";"1";"-";"2";;"1";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"de 701 a 2.000"
"NUI1680";"Brasília";"Brasília";"Grupo 1";"Altiplano Oeste Rua 18 CH. 689";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"40";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"1";"2";"8";;"0";;;"2";;"1";"-";"2";;"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1683";"Brasília";"Brasília";"Grupo 1";"Expansão ARIS Estrada do Sol - João Candido";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"46";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"0";;;"3";"Risco 3 - Erosão (10%)";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1678";"Brasília";"Brasília";"Grupo 1";"Monte Alverne";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"13";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"3";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"2";;"3";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1681";"Brasília";"Brasília";"Grupo 1";"Boa Vista";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"21";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"1";"2";"3";;"1";"FBDS";;"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1668";"Brasília";"Brasília";"Grupo 1";"Colônia Agrícola Sucupira";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"43";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"2";"2";"3";;"0";;;"3";"Pontos de alagamentos";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1687";"Brasília";"Brasília";"Grupo 1";"XXVIII-01-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"13";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"2";"1";"2";"3";;"0";;;"2";;"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1666";"Brasília";"Brasília";"Grupo 1";"Residencial Recanto dos Pássaros";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"57";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"2";"2";"3";;"0";;;"3";"Risco 5 - Erosão (20%)";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"de 51 a 99"
"NUI1669";"Brasília";"Brasília";"Grupo 1";"Condomínio Ipê Amarelo";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"10";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"2";"2";"3";;"0";;;"2";;"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1688";"Brasília";"Brasília";"Grupo 1";"XXVIII-04-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"21";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"1";"2";"8";;"0";;;"2";;"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1691";"Brasília";"Brasília";"Grupo 1";"Condomínio Cooperville";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"112";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"2";"1";"2";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"de 100 a 700"
"NUI1686";"Brasília";"Brasília";"Grupo 1";"Condomínio Quintas Santa Bárbara";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"44";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"1";"2";"3";;"0";;;"2";;"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1689";"Brasília";"Brasília";"Grupo 1";"XXVIII-05-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"13";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"2";"1";"2";"8";;"1";"IPEA";"imagem de satélite";"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1676";"Brasília";"Brasília";"Grupo 1";"Setor de Inflamáveis";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"116";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"1";;"0";;;"3";"Pontos de alagamentos";"1";"-";"2";;"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"de 100 a 700"
"NUI1663";"Brasília";"Brasília";"Grupo 1";"XVII-11-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"41";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1674";"Brasília";"Brasília";"Grupo 1";"XXIV-07-VIS";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"34";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"3";"2";"1";;"1";"FBDS";;"2";;"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1677";"Brasília";"Brasília";"Grupo 1";"Expansão Estrutural";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"178";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"1";;;"3";"1";"2";"2";"3";;"0";;;"3";"Pontos de alagamentos";"1";"-";"2";;"3";;"3";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"de 100 a 700"
"NUI1664";"Brasília";"Brasília";"Grupo 1";"CA Lago Norte";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"15";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"0";;;"3";"Risco 4 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1667";"Brasília";"Brasília";"Grupo 1";"Expansão CAUB I - CH. 17";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"25";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"1";"2";"3";;"0";;;"2";;"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1662";"Brasília";"Brasília";"Grupo 1";"Condomínio Califórnia";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"145";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"2";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"2";;"1";;"1";;"2";"Déficit de drenagem pluvial; esgotamento por fossa.";"de 100 a 700"
"NUI1665";"Brasília";"Brasília";"Grupo 1";"XXI-01-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"14";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"1";"2";"3";;"1";"IPEA";"imagem de satélite";"3";"Risco 4 - Erosão (50%)";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1652";"Brasília";"Brasília";"Grupo 1";"SHPB QN 101 CJ 6 LT 2";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"18";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"1";;;"4";"3";"2";"2";"1";;"0";;;"2";;"1";"-";"1";;"3";;"3";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"até 50"
"NUI1607";"Brasília";"Brasília";"Grupo 1";"Samambaia QR 611 conjunto 3 e expansão";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"45";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"1";"FBDS";;"3";"Risco 5 - Erosão";"1";"-";"3";;"1";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"até 50"
"NUI1650";"Brasília";"Brasília";"Grupo 1";"Monjolo";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"176";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"1";;;"3";"3";"1";"2";"3";;"0";;;"3";"Risco 4 - Erosão (75%); Pontos de alagamentos.";"1";"-";"3";;"3";;"3";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"de 100 a 700"
"NUI1653";"Brasília";"Brasília";"Grupo 1";"Q 800 LT 1 DF-001";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"23";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"1";;;"4";"3";"2";"2";"1";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1608";"Brasília";"Brasília";"Grupo 1";"Expansão QR 827 Samambaia";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"28";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"1";"FBDS";;"2";;"1";"-";"3";;"3";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"até 50"
"NUI1611";"Brasília";"Brasília";"Grupo 1";"Expansão QR 629 Samambaia";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"36";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"1";;;"2";"1";"2";"2";"3";;"1";"FBDS";;"3";"Risco 5 - Erosão";"1";"-";"2";;"3";;"3";;"3";;"até 50"
"NUI1606";"Brasília";"Brasília";"Grupo 1";"XII-05-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"20";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"2";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"até 50"
"NUI1609";"Brasília";"Brasília";"Grupo 1";"Expansão QR 621 Samambaia";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"41";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"2";;"3";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"até 50"
"NUI1660";"Brasília";"Brasília";"Grupo 1";"Setor Placa da Mercedes";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"51";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"1";"IPEA";"imagem de satélite";"3";"Risco 5 - Erosão";"1";"-";"1";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"de 51 a 99"
"NUI1647";"Brasília";"Brasília";"Grupo 1";"Expansão Q 117 Recanto das Emas";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"23";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"2";"2";"2";"2";"3";;"0";;;"2";;"1";"-";"3";;"3";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"até 50"
"NUI1658";"Brasília";"Brasília";"Grupo 1";"Condomínio Vitória Régia";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"69";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"1";"IPEA";"imagem de satélite";"3";"Risco 5 - Erosão";"1";"-";"2";;"1";;"1";;"2";"Déficit de drenagem pluvial; esgotamento por fossa.";"de 51 a 99"
"NUI1661";"Brasília";"Brasília";"Grupo 1";"XVII-09-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"21";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"1";"2";"3";;"1";"IPEA";"imagem de satélite";"3";"Risco 5 - Erosão";"1";"-";"1";;"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1648";"Brasília";"Brasília";"Grupo 1";"Expansão Quadra 605 Recanto das Emas";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"7";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"2";"2";"2";"2";"3";;"1";"FBDS";;"3";"Risco 5 - Erosão (25%)";"1";"-";"3";;"3";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"até 50"
"NUI1651";"Brasília";"Brasília";"Grupo 1";"XV-05-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"29";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"2";"2";"3";;"1";"IPEA";"imagem de satélite";"3";"Risco 5 - Erosão (10%)";"1";"-";"3";;"3";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"até 50"
"NUI1646";"Brasília";"Brasília";"Grupo 1";"Expansão Candangolândia - Zoológico";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"81";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"1";"IPEA";"imagem de satélite";"2";;"1";"-";"3";;"1";;"1";;"1";;"de 51 a 99"
"NUI1649";"Brasília";"Brasília";"Grupo 1";"Núcleo Rural Vargem da Benção - MRVB Ch.3B";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"38";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"2";"2";"2";"2";"3";;"0";;;"2";;"1";"-";"1";;"3";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"até 50"
"NUI1636";"Brasília";"Brasília";"Grupo 1";"Morro da Cruz";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"3072";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"1";"2";"2";"3";;"1";"FBDS";;"3";"Risco 5 - Erosão (50%); Pontos de alagamentos.";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"mais que 2.000"
"NUI1655";"Brasília";"Brasília";"Grupo 1";"Condomínio Portal do Sol";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"167";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"0";;;"3";"Risco 5 - Erosão";"1";"-";"3";;"1";;"1";;"2";"Déficit de drenagem pluvial; esgotamento por fossa.";"de 100 a 700"
"NUI1634";"Brasília";"Brasília";"Grupo 1";"Santa Maria Norte - EQ 417/517";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"2546";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"3";"2";"3";;"0";;;"3";"Risco 4 - Erosão (30%)";"1";"-";"1";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"1";;"mais que 2.000"
"NUI1637";"Brasília";"Brasília";"Grupo 1";"Capão Comprido";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"375";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"1";"2";"2";"3";;"1";"FBDS";;"3";"Risco 5 - Erosão (80%)";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"de 100 a 700"
"NUI1656";"Brasília";"Brasília";"Grupo 1";"Vale da Benção";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"58";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"1";"FBDS";;"3";"Risco 5 - Erosão";"1";"-";"2";;"3";"-";"1";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"de 51 a 99"
"NUI1659";"Brasília";"Brasília";"Grupo 1";"XVII-05-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"14";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"2";"1";"1";"2";"3";;"1";"IPEA";"imagem de satélite";"3";"Risco 5 - Erosão";"1";"-";"2";;"3";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1654";"Brasília";"Brasília";"Grupo 1";"AV Monjolo Q 300";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"85";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"3";"2";"3";;"0";;;"2";;"1";"-";"1";;"1";;"1";;"1";;"de 51 a 99"
"NUI1657";"Brasília";"Brasília";"Grupo 1";"Condomínio Fortaleza";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"54";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"1";"IPEA";"imagem de satélite";"3";"Risco 5 - Erosão";"1";"-";"1";;"1";;"1";;"2";"Déficit de drenagem pluvial; esgotamento por fossa.";"de 51 a 99"
"NUI1644";"Brasília";"Brasília";"Grupo 1";"Zumbi dos Palmares";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"310";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"1";"2";"2";"3";;"1";"FBDS";;"3";"Risco 5 - Erosão (75%)";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"de 100 a 700"
"NUI1631";"Brasília";"Brasília";"Grupo 1";"Santa Maria QR 211";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"399";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"3";"2";"1";;"0";;;"2";;"1";"-";"1";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"1";;"de 100 a 700"
"NUI1642";"Brasília";"Brasília";"Grupo 1";"XIV-10-M1";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"21";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"1";"2";"3";;"1";"IPEA";"leitura de imagem";"3";"Risco 5 - Erosão (50%)";"1";"-";"2";"Vias veiculares estruturam o NUI, com acesso aos lotes, mas sem caixa de via adequadas";"1";;"1";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1645";"Brasília";"Brasília";"Grupo 1";"Faixa de domínio rodovia DF - 075";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"32";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"4";"3";"2";"2";"3";;"1";"FBDS";;"2";;"1";"-";"1";;"3";;"2";;"2";"Déficit de drenagem pluvial e pavimentação; esgotamento por fossa.";"até 50"
"NUI1632";"Brasília";"Brasília";"Grupo 1";"Vila dos Carroceiros";"3 - sde - siturb - Ocupações Informais-SEDUH/DF";"104";"sde - siturb - Ocupações Informais-SEDUH/DF";"jan-21";"2";;;"3";"3";"2";"2";"3";;"1";"IPEA";"imagem de satélite";"3";"Risco 4 - Erosão (30%) e Risco 5 - Erosão (30%)";"1";"-";"2";;"1";;"2";;"2";"Déficit de drenagem pluvial, iluminação pública e pavimentação; esgotamento por fossa.";"de 100 a 700"
